PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
-3180001689,19215724,99,2019-10-22T17:38:00,"1400 Block Alton St Pittsburgh, PA 15216",Y,Beechview,6,DOG BITE,9492 Dog Bite,1916,4,5,-80.0211175295662,40.413081259303
213954082,19215809,0,2019-10-22T19:53:00,"1000 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): ,509,6,3,-79.9796325795342,40.4495921848182
214204849,19218704,99,2019-10-26T19:35:00,"1200 Block Superior Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,MENTAL 201/302,9498 302 (Mental),2704,1,1,-80.0272693268493,40.4686608389274
214206200,19218696,10,2019-10-26T19:24:00,"5600 Block Ollie St Pittsburgh, PA 15207",Y,Lincoln Place,4,SIMPLE ASSAULT,2701 Simple Assault.,3102,5,3,-79.9187780836589,40.3678377968377
214211724,19218934,27,2019-10-27T01:55:00,"1000 Block Tweed St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,2,5,-80.0625066843587,40.4566225749418
214235532,19219389,14,2019-10-27T16:50:00,"5600 Block Wellesley Ave Pittsburgh, PA 15206",N,Highland Park,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1102,7,2,-79.9250542976875,40.4742046903793
214240532,19219504,99,2019-10-27T20:18:00,"800 Block Bell St Pittsburgh, PA 15205",N,East Carnegie,6,AIDED CASE,9497 Aided Case,2805,2,5,-80.0761031346941,40.4160751608031
214135265,19217602,18,2019-10-25T10:27:00,"600 Block Industry St Pittsburgh, PA 15210",Y,Allentown,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1803,3,5,-79.9973379352327,40.4207358202037
214197917,19218549,0,2019-10-25T12:30:00,"900 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.019919981023,40.3922401139267
214200789,19218542,6,2019-10-26T15:10:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2205,1,6,-80.0150926474492,40.4457069987711
214201981,19218623,5,2019-10-26T16:20:00,"60 Block Emerald St Pittsburgh, PA 15210",N,Allentown,3,BURGLARY,3502 Burglary.,1803,3,5,-79.9917843211917,40.4233663681885
214232507,19219255,27,2019-10-27T13:00:00,"2000 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2901,4,3,-79.986867730847,40.3949659476581
214312421,19220391,99,2019-10-28T23:19:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1803,3,5,-79.9954887053187,40.4215189803883
214144753,19217738,6,2019-10-25T14:05:00,"2300 Block Noblestown Rd Pittsburgh, PA 15205",N,Oakwood,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,2812,2,5,-80.0543527688347,40.4278403004268
213871891,19215050,99,2019-10-21T19:10:00,"3800 Block Perrysville (Rear Soccer Field) Ave Pittsburgh, PA 15214",N,Perry North,1,ACCIDENTAL FIRE,9018 Accidental Fire,2602,1,1,-80.0162453438123,40.4875517183461
-3293004611,19216106,24,2019-10-23T07:57:00,"I-279 Ramp & East St Pittsburgh, PA 15214",Y,Northview Heights,1,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,2609,,,0,0
213996788,19216327,5,2019-10-23T14:48:00,"600 Block Chess St Pittsburgh, PA 15211",N,Mount Washington,3,BURGLARY,3502 Burglary.,1915,2,5,-80.0137264568927,40.4224519318336
213998584,19216372,26,2019-10-21T16:30:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1405,9,2,-79.8928013971768,40.4496546331193
213952226,19215870,9,2019-10-22T20:15:00,"Greenbush St & Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 5505 Public Drunkenness,1914,2,5,-80.0075739366163,40.4263294485052
214304311,19220134,6,2019-10-28T06:00:00,"6900 Block Thomas Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1405,9,2,-79.9069076130174,40.4532109263376
214315203,19220403,27,2019-10-28T23:30:00,"6600 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1408,,,0,0
214387001,19221018,9,2019-10-29T18:38:00,"900 Block Mina St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 5121 Escape. / 5511.2A Taunting Police Animals / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2620,1,1,-79.9991875373345,40.4689574270871
214150901,19217836,27,2019-10-25T16:36:00,"Amanda Ave & Charles St Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3001,,,-79.9881467759952,40.4166561061986
214192310,19218445,27,2019-10-26T11:40:00,"Frankstown Ave & Sterrett St Pittsburgh, PA 15208",N,Homewood North,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1302,9,2,-79.8941483332637,40.4569078074907
214236264,19174628,6,2019-10-27T17:28:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,2614,,,0,0
214315492,19220436,14,2019-10-29T01:00:00,"North Shore Dr & Tony Dorsett Dr Pittsburgh, PA 15212",Y,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 5507 Obstructing Highways and Passages.,2205,1,6,-80.0098923153773,40.4461740283031
-3326002358,19219610,10,2019-10-28T00:32:00,"E Amanda Ave & Arlington Ave Pittsburgh, PA 15210",Y,South Side Slopes,3,HARRASSMENT,2709(a) Harassment.,1706,,,-79.9881860592603,40.4185177490278
213795686,19214298,99,2019-10-20T18:08:00,"400 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,AIDED CASE,9497 Aided Case,2304,1,1,-80.0007670917177,40.4518341292676
213812930,19213649,18,2019-10-19T20:10:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving,1203,9,2,-79.9086166765251,40.4703056329977
213901116,19215385,4,2019-10-22T01:00:00,"100 Block Penfort St Pittsburgh, PA 15214",N,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2609,,,0,0
213971074,19216181,6,2019-10-18T14:56:00,"600 Block Foreland St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-79.9993605241557,40.4545913967081
214196097,19218551,6,2019-10-26T15:10:00,"3000 Block Pulawski Way Pittsburgh, PA 15219",N,Polish Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle,605,7,6,-79.9705565524485,40.4569722329455
214200450,19216962,6,2019-10-20T13:26:00,"200 Block N Winebiddle St Pittsburgh, PA 15224",N,Garfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1017,7,2,-79.9432521459227,40.4645311263788
214202133,19218620,99,2019-10-26T17:35:00,"James St & E North Ave Pittsburgh, PA 15212",Y,Central North Side,1,AIDED CASE,9497 Aided Case,2206,1,1,-80.0015706367301,40.4564214044656
213732400,19212287,0,2019-10-17T22:00:00,"1000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9908396644848,40.4385727798308
213767164,19213506,99,2019-10-19T15:51:00,"800 Block N Highland Ave Pittsburgh, PA 15206",N,Highland Park,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1102,7,2,-79.9207216910737,40.469763486284
213768982,19213557,10,2019-10-19T17:23:00,"400 Block Moore Ave Pittsburgh, PA 15210",Y,Knoxville,3,SIMPLE ASSAULT,2701 Simple Assault.,3001,3,5,-79.9951527857208,40.4120060395247
214027679,19200945,99,2019-10-24T04:20:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bloomfield,5,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,903,6,6,-79.9931846836602,40.4350718181921
213666536,19212119,0,2019-10-17T18:20:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9994 PFA Service,201,6,6,-79.9980468769971,40.4436186700538
213813157,19214579,10,2019-10-21T04:49:00,"700 Block Wenzell Ave Pittsburgh, PA 15216",Y,Central Business District,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,2,5,-80.0335199324849,40.4050193913515
-3376001063,19216376,27,2019-10-23T16:00:00,"E Carson St & Smithfield St Brg Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,2,5,-80.0039907163094,40.4321467142124
214089879,19215908,10,2019-10-22T21:00:00,"5500 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1515,5,3,-79.9406010250657,40.4009369843008
214459951,19221034,0,2019-10-29T19:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,North Oakland,2,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 4703 Operation of Vehicle without Official Certif. of Inspection / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 3703 Driving Upon Sidewalk. / 1501 Drivers Required to be Licensed. / 1515 Notice of Change of Name or Address. / 1786 Required Financial Responsibility. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4107(b)(2) Vehicle Equipment Standards,201,6,6,-79.9960409452176,40.4350395659104
214462027,19221610,27,2019-10-30T14:10:00,"Whitridge St & Terrace St Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,402,6,3,-79.9685267530273,40.4411851749623
213965469,19216086,14,2019-10-23T07:15:00,"1600 Block Saw Mill Run Blvd Pittsburgh, PA 15210",Y,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2901,4,5,-80.0006305335709,40.399967384426
-3298014575,19217809,6,2019-10-25T15:50:00,"300 Block S Craig St Pittsburgh, PA 15213",N,North Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",404,8,3,-79.9491461815725,40.4455675194512
-3313003043,19217855,0,2019-10-25T17:05:00,"3900 Block Forbes Ave Pittsburgh, PA 15213",N,North Oakland,4,99,3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants),403,3,3,-79.9557531362474,40.441861621252
214399138,19218180,14,2019-10-26T01:08:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Lawrenceville,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,901,6,6,-79.9960409452176,40.4350395659104
214149297,19217402,0,2019-10-25T02:00:00,"S 17th St & Bingham St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,3,3,-79.981986260798,40.42946883359
214202798,19218679,14,2019-10-26T18:30:00,"5000 Block Blair St Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1501,5,3,-79.947000155183,40.4078617374171
214206713,19218767,6,2019-10-26T20:00:00,"1800 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2901,4,3,-79.9881789314488,40.3971314940112
214209055,19218851,6,2019-10-26T23:30:00,"600 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1918,4,5,-80.0224888861346,40.3952287840366
-3253006300,19218902,99,2019-10-27T01:05:00,"E Carson St & S 13th St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,3,-79.9853304168916,40.4287829245464
214230984,19219143,6,2019-10-27T11:00:00,"Frankstown Ave & Wheeler St Pittsburgh, PA 15221",N,Homewood North,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1301,9,2,-79.8847350093177,40.4553487592882
214231897,19219123,4,2019-10-27T10:10:00,"6800 Block Lyric St Pittsburgh, PA 15206",Y,Homewood West,5,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault.,1207,9,2,-79.9033047506445,40.4635188578133
213716749,19212694,99,2019-10-18T14:01:00,"3400 Block Milwaukee St Pittsburgh, PA 15219",N,Upper Hill,2,AIDED CASE,9497 Aided Case,506,6,3,-79.9612960010175,40.4541523992367
213924915,19215531,6,2019-10-22T09:00:00,"3100 Block Sorento St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",2715,1,1,-80.0287062228227,40.4744974973372
214060249,19216880,0,2019-10-24T11:03:00,"1400 Block Beechview Ave Pittsburgh, PA 15216",N,Beechview,6,99,9998 Overdose Other,1916,4,5,-80.0251662709648,40.4142481548854
214080468,19217008,6,2019-10-24T14:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,,,0,0
213888882,19215373,99,2019-10-22T07:23:00,"7100 Block Idlewild St Pittsburgh, PA 15208",N,Homewood North,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1302,9,2,-79.8981961366599,40.4586745531367
214371774,19220834,6,2019-10-29T14:30:00,"900 Block Beech Ave Pittsburgh, PA 15233",N,Allegheny Center,1,THEFT FROM AUTO,3934 Theft from Vehicle,2204,,,0,0
214372234,19220850,6,2019-10-29T14:30:00,"900 Block Beech Ave Pittsburgh, PA 15233",N,Allegheny Center,1,THEFT FROM AUTO,3934 Theft from Vehicle,2204,,,0,0
214463120,19221614,27,2019-10-30T10:50:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,1,1,-79.9920418451489,40.4653596489546
214463172,19221599,18,2019-10-30T14:40:00,"I-279 & I-279 Ramp Pittsburgh, PA 15216",Y,Ridgemont,1,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4303 General Lighting Requirements.,2016,,,0,0
214465903,19221628,6,2019-10-30T00:01:00,"200 Block Belleau St Pittsburgh, PA 15214",N,Fineview,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2509,1,1,-80.0063767462614,40.4617233461351
214470996,19221486,9,2019-10-30T14:00:00,"400 Block Jefferson Ave Bellevue, PA 15202",Y,Outside City,OSC,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",5599,,,0,0
213322415,19207868,3,2019-10-12T00:59:00,"100 Block W Warrington Ave Pittsburgh, PA 15210",Y,Central Business District,2,ROBBERY,3701 Robbery. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,3,3,-79.9881696956286,40.4217884194793
213860873,19214867,6,2019-10-21T14:58:00,"Reservoir Dr & N Highland Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1106,7,2,-79.9159397694808,40.4788428069147
214156000,19217830,27,2019-10-25T15:45:00,"7400 Block Race St E Pittsburgh, PA 15208",N,Homewood North,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1302,9,2,-79.891210648546,40.4576386922227
214283015,19219792,3,2019-10-28T07:40:00,"Allegheny Ave & Reedsdale St Pittsburgh, PA 15233",N,Chateau,1,ROBBERY,3701 Robbery.,2108,1,6,-80.0178291521099,40.4480450255399
214287122,19219944,6,2019-10-28T12:50:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,201,6,6,-79.9993229906853,40.4387869875111
214486335,19221764,6,2019-10-30T18:30:00,"400 Block St Joseph St Pittsburgh, PA 15210",N,Mount Oliver,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1607,,,0,0
214490649,19221806,99,2019-10-30T20:00:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1803,3,5,-79.9954887053187,40.4215189803883
214502012,19222051,5,2019-10-31T06:30:00,"2400 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1408,5,3,-79.9154314556046,40.4324569833489
214543886,19222215,99,2019-10-31T12:19:00,"Liberty Ave & Sassafras St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,FOUND PROPERTY,9489 Found Property,603,7,2,-79.9653419202706,40.4617385954398
213337310,19208252,5,2019-10-12T00:45:00,"400 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,BURGLARY,3502 Burglary.,709,8,2,-79.9440876798619,40.4529080769474
213705035,19212621,0,2019-10-16T13:00:00,"5700 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): Suspicious Activity,1403,8,3,-79.925276920877,40.4409626023208
213709438,19212655,6,2019-10-18T11:35:00,"4300 Block Murray Ave Pittsburgh, PA 15217",N,Greenfield,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1517,5,3,-79.9290614620162,40.4217786333251
213718457,19212676,6,2019-10-18T12:00:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 903 Criminal Conspiracy.,201,6,6,-79.9974088316752,40.4415332222525
213872155,19215076,18,2019-10-21T19:36:00,"East St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 5507 Obstructing Highways and Passages. / 9015 Failure To Appear/Arrest on Attachment Order,2304,1,1,-79.9978630758095,40.4539898712231
213911667,19213614,27,2019-10-19T18:35:00,"900 Block Freeport Rd Pittsburgh, PA 15238",Y,Lincoln-Lemington-Belmar,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1201,9,2,-79.8923529450752,40.4861185015656
213936217,19210449,6,2019-10-15T13:25:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 2701 Simple Assault. / 903 Criminal Conspiracy.,709,7,2,-79.9364623699551,40.4565877817342
214234182,19219352,0,2019-10-27T00:34:00,"6600 Block Kinsman Rd Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,3503(b.1) Criminal Trespass - Simple Trespasser,1403,8,3,-79.9153065319514,40.444721064896
214238039,19219361,10,2019-10-27T17:02:00,"2200 Block Valera Ave Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,2904,4,3,-79.9883450761441,40.3901779222416
214238539,19219491,0,2019-10-27T19:49:00,"1200 Block Nolan Ct Pittsburgh, PA 15221",N,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,9,2,-79.8868738733753,40.4594394730591
214103593,19217258,99,2019-10-23T21:30:00,"90 Block S 11th St Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1702,3,3,-79.9876658423182,40.4278517603705
214107271,19217408,14,2019-10-25T02:22:00,"200 Block Alries St Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2902,4,3,-79.9856229912804,40.3995759692895
214109493,19217478,99,2019-10-25T06:09:00,"3100 Block Smallman St Pittsburgh, PA 15201",N,Strip District,2,MENTAL 201/302,9498 302 (Mental),203,7,6,-79.972138677509,40.4605261826763
